Authors,Author(s) ID,Title,Year,Source title,Cited by,Link,Affiliations,Authors with affiliations,Document Type,Source,EID
"Coma-Rosellé T., Blasco-Serrano A.C., Garrido Laparte M.Á., Aguelo Arguis A.","57220118628;57205487415;57217680099;57205738769;","Mediation criteria for interactive serious games aimed at improving learning in children with attention deficit hyperactivity disorder (ADHD)",2020,"Research and Practice in Technology Enhanced Learning",2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096971145&doi=10.1186%2fs41039-020-00144-6&partnerID=40&md5=67df1e7be5c1ad4c21cd6c309a63ea56","Department of Educational Sciences, University of Zaragoza, C/Pedro Cerbuna, 12 (Campus San Francisco), Zaragoza, 50009, Spain; Department of Psychology, University of Zaragoza, Zaragoza, Spain","Coma-Rosellé, T., Department of Educational Sciences, University of Zaragoza, C/Pedro Cerbuna, 12 (Campus San Francisco), Zaragoza, 50009, Spain; Blasco-Serrano, A.C., Department of Educational Sciences, University of Zaragoza, C/Pedro Cerbuna, 12 (Campus San Francisco), Zaragoza, 50009, Spain; Garrido Laparte, M.Á., Department of Psychology, University of Zaragoza, Zaragoza, Spain; Aguelo Arguis, A., Department of Educational Sciences, University of Zaragoza, C/Pedro Cerbuna, 12 (Campus San Francisco), Zaragoza, 50009, Spain, Department of Psychology, University of Zaragoza, Zaragoza, Spain",Article,Scopus,2-s2.0-85096971145
"Beauvois L., Kverno K.","57200619990;24477802400;","Challenges in treating children with autism spectrum disorder implications for psychiatric–mental health nurse practitioners",2020,"Journal of Psychosocial Nursing and Mental Health Services",2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096817656&doi=10.3928%2f02793695-20201112-02&partnerID=40&md5=e02568c7db2aa60ac52a06817431ca22","The Johns Hopkins Children’s Mental Health Center, Baltimore, MD, United States; Johns Hopkins University School of Nursing, Baltimore, MD, United States","Beauvois, L., The Johns Hopkins Children’s Mental Health Center, Baltimore, MD, United States; Kverno, K., Johns Hopkins University School of Nursing, Baltimore, MD, United States",Article,Scopus,2-s2.0-85096817656
"Oliva F., di Girolamo G., Malandrone F., Iaia N., Biasi F., Maina G.","45661675600;57219005520;57212003777;57196326798;7004464449;7005863779;","Early childhood infections, antistreptococcal and basal ganglia antibodies in adult ADHD: a preliminary study",2020,"BMC Psychiatry",2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096232806&doi=10.1186%2fs12888-020-02946-w&partnerID=40&md5=f300dc11493b7971d495ceec9eafc8c2","Department of Clinical and Biological Science, University of Turin, Orbassano (TO), Italy; Department of Neurosciences “Rita Levi Montalcini”, University of Turin, Turin, Italy","Oliva, F., Department of Clinical and Biological Science, University of Turin, Orbassano (TO), Italy; di Girolamo, G., Department of Neurosciences “Rita Levi Montalcini”, University of Turin, Turin, Italy; Malandrone, F., Department of Clinical and Biological Science, University of Turin, Orbassano (TO), Italy; Iaia, N., Department of Clinical and Biological Science, University of Turin, Orbassano (TO), Italy; Biasi, F., Department of Clinical and Biological Science, University of Turin, Orbassano (TO), Italy; Maina, G., Department of Neurosciences “Rita Levi Montalcini”, University of Turin, Turin, Italy",Article,Scopus,2-s2.0-85096232806
"Childress A.C., Uchida C.L., Po M.D., DeSousa N.J., Incledon B.","8836984800;57219863714;35074771200;57195408961;57200386345;","A Post Hoc Comparison of Prior ADHD Medication Dose and Optimized Delayed-release and Extended-release Methylphenidate Dose in a Pivotal Phase III Trial",2020,"Clinical Therapeutics",2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095826805&doi=10.1016%2fj.clinthera.2020.10.004&partnerID=40&md5=93c66ba996d7f6b0db760bb7583f4a4b","Center for Psychiatry and Behavioral Medicine, Inc., Las Vegas, NV, United States; Highland Therapeutics Inc., Toronto, ON, Canada; Ironshore Pharmaceuticals & Development, Inc, Camana Bay, Grand Cayman, Cayman Islands","Childress, A.C., Center for Psychiatry and Behavioral Medicine, Inc., Las Vegas, NV, United States; Uchida, C.L., Highland Therapeutics Inc., Toronto, ON, Canada; Po, M.D., Highland Therapeutics Inc., Toronto, ON, Canada; DeSousa, N.J., Ironshore Pharmaceuticals & Development, Inc, Camana Bay, Grand Cayman, Cayman Islands; Incledon, B., Ironshore Pharmaceuticals & Development, Inc, Camana Bay, Grand Cayman, Cayman Islands",Article,Scopus,2-s2.0-85095826805
"Chen S.-C., Yu J., Suen L.K.-P., Sun Y., Pang Y.-Z., Wang D.-D., Zhao W.-X., Yeung W.-F.","57205219618;57205223999;7003733738;57219746718;57219746724;57219746734;57219746400;57201436996;","Pediatric tuina for the treatment of attention deficit hyperactivity disorder (ADHD) symptoms in preschool children: study protocol for a pilot randomized controlled trial",2020,"Pilot and Feasibility Studies",2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095125530&doi=10.1186%2fs40814-020-00704-z&partnerID=40&md5=24cd304771dc8e752dc10350c0229520","School of Nursing, The Hong Kong Polytechnic University, 11 Yuk Choi Road, Hung Hom, Kowloon, Hong Kong; Pediatric Tuina Health Care Clinic, Shandong University of Traditional Chinese Medicine Affiliated Hospital, Jinan, China; School of Acupuncture, Moxibustion and Tuina, Shandong University of Traditional Chinese Medicine, Jinan, China; College of Traditional Chinese Medicine, Shandong University of Traditional Chinese Medicine, Jinan, China; Beijing Luhe Hospital, Capital Medical University, Beijing, China","Chen, S.-C., School of Nursing, The Hong Kong Polytechnic University, 11 Yuk Choi Road, Hung Hom, Kowloon, Hong Kong; Yu, J., Pediatric Tuina Health Care Clinic, Shandong University of Traditional Chinese Medicine Affiliated Hospital, Jinan, China; Suen, L.K.-P., School of Nursing, The Hong Kong Polytechnic University, 11 Yuk Choi Road, Hung Hom, Kowloon, Hong Kong; Sun, Y., Pediatric Tuina Health Care Clinic, Shandong University of Traditional Chinese Medicine Affiliated Hospital, Jinan, China; Pang, Y.-Z., School of Acupuncture, Moxibustion and Tuina, Shandong University of Traditional Chinese Medicine, Jinan, China; Wang, D.-D., College of Traditional Chinese Medicine, Shandong University of Traditional Chinese Medicine, Jinan, China; Zhao, W.-X., Beijing Luhe Hospital, Capital Medical University, Beijing, China; Yeung, W.-F., School of Nursing, The Hong Kong Polytechnic University, 11 Yuk Choi Road, Hung Hom, Kowloon, Hong Kong",Article,Scopus,2-s2.0-85095125530
"Vega-Rodríguez Y.E., Garayzabal-Heinze E., Moraleda-Sepúlveda E.","57197872985;42261730600;57219651542;","Language development disorder in fetal alcohol spectrum disorders (FASD), a case study",2020,"Languages",2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094621428&doi=10.3390%2flanguages5040037&partnerID=40&md5=f3a2707745ab093a8557811a4f1f6c40","Departamento de Ciencias de la Rehabilitación en Salud, Universidad del Bío-Bío, Chillán, 3780000, Chile; Departamento de Lingüística General, Universidad Autónoma de Madrid, Madrid, 28049, Spain; Departamento de Psicología, Universidad de Castilla La Mancha, Talavera de la Reina, 45600, Spain","Vega-Rodríguez, Y.E., Departamento de Ciencias de la Rehabilitación en Salud, Universidad del Bío-Bío, Chillán, 3780000, Chile; Garayzabal-Heinze, E., Departamento de Lingüística General, Universidad Autónoma de Madrid, Madrid, 28049, Spain; Moraleda-Sepúlveda, E., Departamento de Psicología, Universidad de Castilla La Mancha, Talavera de la Reina, 45600, Spain",Article,Scopus,2-s2.0-85094621428
"Juríčková V., Bozděchová A., Machová K., Vadroňová M.","57218454947;57219438905;57682098500;57216197888;","Effect of Animal Assisted Education with a Dog Within Children with ADHD in the Classroom: A Case Study",2020,"Child and Adolescent Social Work Journal",2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092729515&doi=10.1007%2fs10560-020-00716-x&partnerID=40&md5=06509b7c65d4afb2615681551eec12f3","Department of Applied Neuroscience and Neuroimaging, National Institute of Mental Health, Klecany, 25067, Czech Republic; First Faculty of Medicine, Charles University, Prague, 12108, Czech Republic; Private Elementary School and Kindergarten Adélka, Mašovice, Domazlice, Czech Republic; Department of Ethology and Companion Animal Science, Faculty of Agrobiology, Food and Natural Resources, Czech University of Life Sciences, Kamýcká 129, Prague, 16521, Czech Republic","Juríčková, V., Department of Applied Neuroscience and Neuroimaging, National Institute of Mental Health, Klecany, 25067, Czech Republic, First Faculty of Medicine, Charles University, Prague, 12108, Czech Republic; Bozděchová, A., Private Elementary School and Kindergarten Adélka, Mašovice, Domazlice, Czech Republic; Machová, K., Department of Ethology and Companion Animal Science, Faculty of Agrobiology, Food and Natural Resources, Czech University of Life Sciences, Kamýcká 129, Prague, 16521, Czech Republic; Vadroňová, M., Department of Ethology and Companion Animal Science, Faculty of Agrobiology, Food and Natural Resources, Czech University of Life Sciences, Kamýcká 129, Prague, 16521, Czech Republic",Article,Scopus,2-s2.0-85092729515
"Ogg J.A., Rogers M.A., Volpe R.J.","22234749000;23490032900;7103003417;","Child ADHD Symptoms and Parent Involvement in Education",2020,"Journal of Child and Family Studies",2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091725866&doi=10.1007%2fs10826-020-01834-x&partnerID=40&md5=4c74130430ee2accb8e2a33acda1cf96","Department of Psychology, Northern Illinois University, DeKalb, IL  60115, United States; School of Psychology (Clinical), University of Ottawa, Ottawa, ON, Canada; Department of Applied Psychology, Northeastern University, Boston, MA, United States","Ogg, J.A., Department of Psychology, Northern Illinois University, DeKalb, IL  60115, United States; Rogers, M.A., School of Psychology (Clinical), University of Ottawa, Ottawa, ON, Canada; Volpe, R.J., Department of Applied Psychology, Northeastern University, Boston, MA, United States",Article,Scopus,2-s2.0-85091725866
"Miller N., Prevatt F.","57193006533;6603264621;","Redefining ADHD Using an Adult Population: Should Inattention be Viewed as a Separate Dimension From Cognitive and Physiological Activity Level?",2020,"Journal of Attention Disorders",2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090729575&doi=10.1177%2f1087054717733045&partnerID=40&md5=18304693b35452431fb97e5094716d2a","Florida State University, Tallahassee, United States","Miller, N., Florida State University, Tallahassee, United States; Prevatt, F., Florida State University, Tallahassee, United States",Article,Scopus,2-s2.0-85090729575
"Becker S.P.","35097077000;","ADHD in Adolescents: Commentary on the Special Issue of Ripple Effects in Self-Perceptions and Social Relationships",2020,"Canadian Journal of School Psychology",2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090472353&doi=10.1177%2f0829573520954584&partnerID=40&md5=9cd7bd42368a30c483124acea79692c7","Cincinnati Children’s Hospital Medical Center, Cincinnati, OH, United States; University of Cincinnati College of Medicine, Cincinnati, OH, United States","Becker, S.P., Cincinnati Children’s Hospital Medical Center, Cincinnati, OH, United States, University of Cincinnati College of Medicine, Cincinnati, OH, United States",Note,Scopus,2-s2.0-85090472353
"Monopoli W.J., Evans S.W., Benson K., Allan N.P., Owens J.S., DuPaul G.J., Bunford N.","55345188400;55214875100;56417360300;37066982900;7401460366;7006006032;55512257100;","Assessment of a conceptually informed measure of emotion dysregulation: Evidence of construct validity vis a vis impulsivity and internalizing symptoms in adolescents with ADHD",2020,"International Journal of Methods in Psychiatric Research",2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090468975&doi=10.1002%2fmpr.1826&partnerID=40&md5=23e68029d0087baca7e52ae108c16f81","Department of Psychology, Ohio University, Athens, OH, United States; Department of Education and Human Services, Lehigh University, Bethlehem, PA, United States; ‘Lendület’ Developmental and Translational Neuroscience Research Group, Institute of Cognitive Neuroscience and Psychology, Research Centre for Natural Sciences, Budapest, Hungary","Monopoli, W.J., Department of Psychology, Ohio University, Athens, OH, United States; Evans, S.W., Department of Psychology, Ohio University, Athens, OH, United States; Benson, K., Department of Psychology, Ohio University, Athens, OH, United States; Allan, N.P., Department of Psychology, Ohio University, Athens, OH, United States; Owens, J.S., Department of Psychology, Ohio University, Athens, OH, United States; DuPaul, G.J., Department of Education and Human Services, Lehigh University, Bethlehem, PA, United States; Bunford, N., ‘Lendület’ Developmental and Translational Neuroscience Research Group, Institute of Cognitive Neuroscience and Psychology, Research Centre for Natural Sciences, Budapest, Hungary",Article,Scopus,2-s2.0-85090468975
"Fredrick J.W., Becker S.P., Kofler M.J., Jarrett M.A., Burns G.L., Luebbe A.M.","57196469400;35097077000;20734406800;27168235500;56586375900;17135157500;","Disentangling the effects of attentional difficulties on fears of social evaluation and social anxiety symptoms: Unique interactions with sluggish cognitive tempo",2020,"Journal of Psychiatric Research",2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090419321&doi=10.1016%2fj.jpsychires.2020.08.030&partnerID=40&md5=f1c8701478ec6eea87bb75605e95f486","Department of Psychology, Miami University, Oxford, OH, United States; Division of Behavioral Medicine and Clinical Psychology, Cincinnati Children's Hospital Medical Center, Cincinnati, OH, United States; Department of Pediatrics, University of Cincinnati College of Medicine, Cincinnati, OH, United States; Department of Psychology, Florida State University, Tallahassee, FL, United States; Department of Psychology, University of Alabama, Tuscaloosa, AL, United States; Department of Psychology, Washington State University, Pullman, WA, United States","Fredrick, J.W., Department of Psychology, Miami University, Oxford, OH, United States, Division of Behavioral Medicine and Clinical Psychology, Cincinnati Children's Hospital Medical Center, Cincinnati, OH, United States; Becker, S.P., Division of Behavioral Medicine and Clinical Psychology, Cincinnati Children's Hospital Medical Center, Cincinnati, OH, United States, Department of Pediatrics, University of Cincinnati College of Medicine, Cincinnati, OH, United States; Kofler, M.J., Department of Psychology, Florida State University, Tallahassee, FL, United States; Jarrett, M.A., Department of Psychology, University of Alabama, Tuscaloosa, AL, United States; Burns, G.L., Department of Psychology, Washington State University, Pullman, WA, United States; Luebbe, A.M., Department of Psychology, Miami University, Oxford, OH, United States",Article,Scopus,2-s2.0-85090419321
"Sears L., Sears C.G., Myers J.V., Brock G.N., Zierold K.M.","7003341647;57205924421;57218563786;16836213100;7005205436;","Associations of the Behavioral Assessment and Research System (BARS) neurobehavioral outcomes with attention problems in children living near coal ash storage sites",2020,"NeuroToxicology",2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089585565&doi=10.1016%2fj.neuro.2020.08.002&partnerID=40&md5=0b5385a01d70e24eb3423d7d552cbc7a","Department of Pediatrics, University of Louisville, Louisville, KY, United States; Department of Epidemiology, Brown University, Providence, RI, United States; Department of Biomedical Informatics and Center for Biostatistics, The Ohio State University, Columbus, OH, United States; Department of Environmental Health Sciences, University of Alabama at Birmingham, Birmingham, AL, United States","Sears, L., Department of Pediatrics, University of Louisville, Louisville, KY, United States; Sears, C.G., Department of Epidemiology, Brown University, Providence, RI, United States; Myers, J.V., Department of Biomedical Informatics and Center for Biostatistics, The Ohio State University, Columbus, OH, United States; Brock, G.N., Department of Biomedical Informatics and Center for Biostatistics, The Ohio State University, Columbus, OH, United States; Zierold, K.M., Department of Environmental Health Sciences, University of Alabama at Birmingham, Birmingham, AL, United States",Article,Scopus,2-s2.0-85089585565
"Salmi J., Soveri A., Salmela V., Alho K., Leppämäki S., Tani P., Koski A., Jaeggi S.M., Laine M.","8977740700;26028708900;9638206100;7007056071;6603611974;7006118305;35620714100;6508339221;55596160900;","Working memory training restores aberrant brain activity in adult attention-deficit hyperactivity disorder",2020,"Human Brain Mapping",2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089547821&doi=10.1002%2fhbm.25164&partnerID=40&md5=4de5e12aa18bda3d5caca58c1dcbc487","Department of Neuroscience and Biomedical Engineering, Aalto University, Espoo, Finland; Department of Psychology and Speech-Language Pathology, University of Turku, Turku, Finland; Turku Institute for Advanced Studies, University of Turku, Turku, Finland; Department of Clinical Medicine, University of Turku, Turku, Finland; Department of Psychology and Logopedics, University of Helsinki, Helsinki, Finland; AMI Centre, Aalto Neuroimaging, Aalto University, Espoo, Finland; Department of Psychiatry, Helsinki University Hospital, Helsinki, Finland; School of Education, University of California Irvine, Irvine, CA, United States; Department of Cognitive Sciences, University of California Irvine, Irvine, CA, United States; Department of Psychology, Åbo Akademi University, Turku, Finland; Brain and Mind Center, University of Turku, Turku, Finland","Salmi, J., Department of Neuroscience and Biomedical Engineering, Aalto University, Espoo, Finland, Department of Psychology and Speech-Language Pathology, University of Turku, Turku, Finland, Turku Institute for Advanced Studies, University of Turku, Turku, Finland; Soveri, A., Department of Clinical Medicine, University of Turku, Turku, Finland; Salmela, V., Department of Psychology and Logopedics, University of Helsinki, Helsinki, Finland, AMI Centre, Aalto Neuroimaging, Aalto University, Espoo, Finland; Alho, K., Department of Psychology and Logopedics, University of Helsinki, Helsinki, Finland, AMI Centre, Aalto Neuroimaging, Aalto University, Espoo, Finland; Leppämäki, S., Department of Psychiatry, Helsinki University Hospital, Helsinki, Finland; Tani, P., Department of Psychiatry, Helsinki University Hospital, Helsinki, Finland; Koski, A., Department of Psychiatry, Helsinki University Hospital, Helsinki, Finland; Jaeggi, S.M., School of Education, University of California Irvine, Irvine, CA, United States, Department of Cognitive Sciences, University of California Irvine, Irvine, CA, United States; Laine, M., Department of Psychology, Åbo Akademi University, Turku, Finland, Brain and Mind Center, University of Turku, Turku, Finland",Article,Scopus,2-s2.0-85089547821
"Henriquez-Henriquez M., Acosta M.T., Martinez A.F., Vélez J.I., Lopera F., Pineda D., Palacio J.D., Quiroga T., Worgall T.S., Deckelbaum R.J., Mastronardi C., Molina B.S.G., Vitiello B., Severe J.B., Jensen P.S., Arnold L.E., Hoagwood K., Richters J., Vereen D.R., Hinshaw S.P., Elliott G.R., Wells K.C., Epstein J.N., Murray D.W., Conners C.K., March J., Swanson J., Wigal T., Cantwell D.P., Abikoff H.B., Hechtman L., Greenhill L.L., Newcorn J.H., Molina B.S.G., Hoza B., Pelham W.E., Gibbons R.D., Marcus S., Hur K., Kraemer H.C., Hanley T., Stern K., Arcos-Burgos M., Muenke M., the MTA Cooperative Group","35801154300;7004411330;55462437100;24336983600;7004116513;57213887474;7003354770;6603678407;6602190176;7103415929;6603095096;7004711663;34574155900;6701694853;57208766449;7202014301;7003893204;7005046201;17234037700;7006793147;34770266600;9744931200;7401891849;8107952300;7006209809;35353639600;57218361553;6701550245;7006433058;7005926300;7007060445;7004388726;57205893328;7004711663;57209841571;7005256612;34770672600;7202768781;7005230091;7103378565;7004972316;57192251933;7004340228;57208450382;","Mutations in sphingolipid metabolism genes are associated with ADHD",2020,"Translational Psychiatry",2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087994121&doi=10.1038%2fs41398-020-00881-8&partnerID=40&md5=252d63f7df17388574451599a31771c3","Department of Clinical Laboratories, School of Medicine, Pontificia Universidad Católica de Chile, Santiago, Chile; ELSA Clinical Laboratories (IntegraMedica, part of Bupa), Santiago de Chile, Chile; Medical Genetics Branch, National Human Genome Research Institute, National Institutes of Health, Bethesda, MD, United States; Universidad del Norte, Barranquilla, Colombia; Neuroscience Research Group, University of Antioquia, Medellin, Colombia; Department of Pathology and Cell Biology, Columbia University, New York, NY, United States; Department of Pediatrics, Institute of Human Nutrition, College of Physicians and Surgeons, Columbia University, New York, NY, United States; Neuroscience Group (NeurUROS), Institute of Translational Medicine, School of Medicine and Health Sciences, School of Medicine and Health Sciences, Universidad del Rosario, Bogotá, Colombia; Departments of Psychiatry, Psychology, and Pediatrics, University of Pittsburgh, Pittsburgh, PA, United States; Grupo de Investigación en Psiquiatría (GIPSI), Departamento de Psiquiatría, Instituto de Investigaciones Me´dicas, Facultad de Medicina, Universidad de Antioquia, Medelli´n, Colombia; Child & Adolescent Treatment and Preventive Interventions Research Branch, National Institute of Mental Health, National Institutes of Health, Bethesda, MD, United States; Division of Services and Intervention Research, National Institute of Mental Health, National Institutes of Health, Bethesda, MD, United States; The REACH Institute, New York, NY, United States; Department of Psychiatry and Psychology, Mayo Clinic, Rochester, MN, United States; Center for Psychiatry and Behavioral Health, The Ohio State University, Columbus, OH, United States; Department of Child Psychiatry, Columbia University, New York, NY, United States; National Institute of Nursing Research, National Institutes of Health, Bethesda, MD, United States; National Institute of Drug Abuse, National Institutes of Health, Bethesda, MD, United States; The Institute of Human Development, University of California Berkeley, Berkeley, CA, United States; Department of Psychiatry, University of California San Francisco, San Francisco, CA, United States; Children’s Health Council, Palo Alto, CA, United States; Department of Psychiatry and Behavioral Sciences, Duke University School of Medicine, Durham, NC, United States; Department of Pediatrics, Cincinnati Children’s Hospital Medical Center, Cincinnati, OH, United States; The Sanford School of Public Policy, Duke University, Durham, NC, United States; Frank Porter Graham Child Development Institute, University of North Carolina at Chapel Hill, Chapel Hill, NC, United States; Department of Pediatrics, University of California, Irvine School of Medicine, Irvine, CA, United States; Avida Inc., Newport Beach, CA, United States; Department of Psychiatry and Behavioral Sciences, Neuropsychiatric Institute, University of California, Los Angeles School of Medicine, Los Angeles, CA, United States; Department of Child and Adolescent Psychiatry, New York University Grossman School of Medicine, New York, NY, United States; Division of Child Psychiatry, Montreal Children’s Hospital, McGill University, Montreal, QC, Canada; Division of Child and Adolescent Psychiatry, Department of Psychiatry, Columbia University, New York, NY, United States; Department of Psychiatry, Icahn School of Medicine at Mount Sinai, New York, NY, United States; Department of Psychological Science, University of Vermont, Burlington, VT, United States; Department of Psychology, Florida International University, Miami, FL, United States; Departments of Medicine, Public Health Sciences and Comparative Human Development, The University of Chicago, Chicago, IL, United States; Icahn School of Medicine at Mount Sinai, New York, NY, United States; Department of Psychiatry, University of Illinois at Chicago, Chicago, IL, United States; Department: Psychiatry and Behavioral Sciences, Stanford University, Stanford, CA, United States; Office of Special Education Programs, US Department of Education, Washington, DC, United States; Office of Juvenile Justice and Delinquency Prevention, US Department of Justice, Washington, DC, United States","Henriquez-Henriquez, M., Department of Clinical Laboratories, School of Medicine, Pontificia Universidad Católica de Chile, Santiago, Chile, ELSA Clinical Laboratories (IntegraMedica, part of Bupa), Santiago de Chile, Chile; Acosta, M.T., Medical Genetics Branch, National Human Genome Research Institute, National Institutes of Health, Bethesda, MD, United States; Martinez, A.F., Medical Genetics Branch, National Human Genome Research Institute, National Institutes of Health, Bethesda, MD, United States; Vélez, J.I., Universidad del Norte, Barranquilla, Colombia; Lopera, F., Neuroscience Research Group, University of Antioquia, Medellin, Colombia; Pineda, D., Neuroscience Research Group, University of Antioquia, Medellin, Colombia; Palacio, J.D., Neuroscience Research Group, University of Antioquia, Medellin, Colombia; Quiroga, T., Department of Clinical Laboratories, School of Medicine, Pontificia Universidad Católica de Chile, Santiago, Chile; Worgall, T.S., Department of Pathology and Cell Biology, Columbia University, New York, NY, United States; Deckelbaum, R.J., Department of Pediatrics, Institute of Human Nutrition, College of Physicians and Surgeons, Columbia University, New York, NY, United States; Mastronardi, C., Neuroscience Group (NeurUROS), Institute of Translational Medicine, School of Medicine and Health Sciences, School of Medicine and Health Sciences, Universidad del Rosario, Bogotá, Colombia; Molina, B.S.G., Departments of Psychiatry, Psychology, and Pediatrics, University of Pittsburgh, Pittsburgh, PA, United States, Departments of Psychiatry, Psychology, and Pediatrics, University of Pittsburgh, Pittsburgh, PA, United States; Vitiello, B., Child & Adolescent Treatment and Preventive Interventions Research Branch, National Institute of Mental Health, National Institutes of Health, Bethesda, MD, United States; Severe, J.B., Division of Services and Intervention Research, National Institute of Mental Health, National Institutes of Health, Bethesda, MD, United States; Jensen, P.S., The REACH Institute, New York, NY, United States, Department of Psychiatry and Psychology, Mayo Clinic, Rochester, MN, United States; Arnold, L.E., Center for Psychiatry and Behavioral Health, The Ohio State University, Columbus, OH, United States; Hoagwood, K., Department of Child Psychiatry, Columbia University, New York, NY, United States; Richters, J., National Institute of Nursing Research, National Institutes of Health, Bethesda, MD, United States; Vereen, D.R., National Institute of Drug Abuse, National Institutes of Health, Bethesda, MD, United States; Hinshaw, S.P., The Institute of Human Development, University of California Berkeley, Berkeley, CA, United States, Department of Psychiatry, University of California San Francisco, San Francisco, CA, United States; Elliott, G.R., Department of Psychiatry, University of California San Francisco, San Francisco, CA, United States, Children’s Health Council, Palo Alto, CA, United States; Wells, K.C., Department of Psychiatry and Behavioral Sciences, Duke University School of Medicine, Durham, NC, United States; Epstein, J.N., Department of Psychiatry and Behavioral Sciences, Duke University School of Medicine, Durham, NC, United States, Department of Pediatrics, Cincinnati Children’s Hospital Medical Center, Cincinnati, OH, United States; Murray, D.W., The Sanford School of Public Policy, Duke University, Durham, NC, United States, Frank Porter Graham Child Development Institute, University of North Carolina at Chapel Hill, Chapel Hill, NC, United States; Conners, C.K., Department of Psychiatry and Behavioral Sciences, Duke University School of Medicine, Durham, NC, United States; March, J., Department of Psychiatry and Behavioral Sciences, Duke University School of Medicine, Durham, NC, United States; Swanson, J., Department of Pediatrics, University of California, Irvine School of Medicine, Irvine, CA, United States; Wigal, T., Department of Pediatrics, University of California, Irvine School of Medicine, Irvine, CA, United States, Avida Inc., Newport Beach, CA, United States; Cantwell, D.P., Department of Psychiatry and Behavioral Sciences, Neuropsychiatric Institute, University of California, Los Angeles School of Medicine, Los Angeles, CA, United States; Abikoff, H.B., Department of Child and Adolescent Psychiatry, New York University Grossman School of Medicine, New York, NY, United States; Hechtman, L., Division of Child Psychiatry, Montreal Children’s Hospital, McGill University, Montreal, QC, Canada; Greenhill, L.L., Division of Child and Adolescent Psychiatry, Department of Psychiatry, Columbia University, New York, NY, United States; Newcorn, J.H., Department of Psychiatry, Icahn School of Medicine at Mount Sinai, New York, NY, United States; Molina, B.S.G., Departments of Psychiatry, Psychology, and Pediatrics, University of Pittsburgh, Pittsburgh, PA, United States, Departments of Psychiatry, Psychology, and Pediatrics, University of Pittsburgh, Pittsburgh, PA, United States; Hoza, B., Departments of Psychiatry, Psychology, and Pediatrics, University of Pittsburgh, Pittsburgh, PA, United States, Department of Psychological Science, University of Vermont, Burlington, VT, United States; Pelham, W.E., Departments of Psychiatry, Psychology, and Pediatrics, University of Pittsburgh, Pittsburgh, PA, United States, Department of Psychology, Florida International University, Miami, FL, United States; Gibbons, R.D., Departments of Medicine, Public Health Sciences and Comparative Human Development, The University of Chicago, Chicago, IL, United States; Marcus, S., Icahn School of Medicine at Mount Sinai, New York, NY, United States; Hur, K., Department of Psychiatry, University of Illinois at Chicago, Chicago, IL, United States; Kraemer, H.C., Department: Psychiatry and Behavioral Sciences, Stanford University, Stanford, CA, United States; Hanley, T., Office of Special Education Programs, US Department of Education, Washington, DC, United States; Stern, K., Office of Juvenile Justice and Delinquency Prevention, US Department of Justice, Washington, DC, United States; Arcos-Burgos, M., Grupo de Investigación en Psiquiatría (GIPSI), Departamento de Psiquiatría, Instituto de Investigaciones Me´dicas, Facultad de Medicina, Universidad de Antioquia, Medelli´n, Colombia; Muenke, M., Medical Genetics Branch, National Human Genome Research Institute, National Institutes of Health, Bethesda, MD, United States; the MTA Cooperative Group",Article,Scopus,2-s2.0-85087994121
"Biernikiewicz M., Germain N., Toumi M.","57214684130;54993927600;7003961263;","Second opinions, multiple physician appointments, and overlapping prescriptions in the paediatric population: A systematic literature review",2020,"Journal of Evaluation in Clinical Practice",2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078902995&doi=10.1111%2fjep.13365&partnerID=40&md5=ed696e85425117a5714e443a4e42b0c1","Medical Writing and Publishing, Creativ-Ceutical, Kraków, Poland; Health Economics and Outcomes Research, Creativ-Ceutical, Paris, France; Public Health Department, Aix-Marseille UniversityMarseilles, France","Biernikiewicz, M., Medical Writing and Publishing, Creativ-Ceutical, Kraków, Poland; Germain, N., Health Economics and Outcomes Research, Creativ-Ceutical, Paris, France; Toumi, M., Public Health Department, Aix-Marseille UniversityMarseilles, France",Review,Scopus,2-s2.0-85078902995
